Dia;Dia_mes;Mes;Dia_sem;Lluvia;T_MAX;T_MIN;Viento_MAX;Viento_MED;SO2;CO;NO;NO2;PM2.5;PM10;O3;TOL;BEN;EBE;TCH;NMCH;SO2_MAX;CO_MAX;NO_MAX;NO2_MAX;PM2.5_MAX;PM10_MAX;O3_MAX;TOL_MAX;BEN_MAX;EBE_MAX;TCH_MAX;NMCH_MAX
182;1;JUL;X;0;36,7;23,1;31;15;5,4;0,24;7,458333333;36,125;14,8;36,54545455;88,07142857;2,58;0,566666667;0,333333333;1,603333333;0,33;13;0,4;22;62;17;47;99;5,9;1,9;0,6;1,85;0,74
183;2;JUL;J;0;33,4;22,5;24;10;4,8;0,21;7,375;31,33333333;8,8;24,90909091;73,71428571;1,76;0,55;0,283333333;1,523333333;0,273333333;12;0,4;28;54;12;38;85;5;1,9;0,6;1,84;0,61
184;3;JUL;V;0;37;22,8;40;19;5;0,24;4,791666667;27,25;15,8;43,45454545;85,78571429;2;0,533333333;0,216666667;1,48;0,246666667;13;0,4;18;53;18;56;100;5,3;2;0,5;1,63;0,55
185;4;JUL;S;0;37;23,4;33;18;4,9;0,24;3,708333333;23,625;13,8;36,18181818;88,21428571;1,475;0,4;0,16;1,49;0,256666667;12;0,4;13;49;16;44;96;3,5;1,3;0,3;1,62;0,57
186;5;JUL;D;0;37,1;23,5;30;13;5,2;0,27;6;35,25;16,4;38,45454545;75;1,75;0,54;0,22;1,623333333;0,31;12;0,4;23;56;18;45;91;3,8;1,5;0,4;1,81;0,64
187;6;JUL;L;0;39,9;23,8;37;17;5,2;0,3;13,45833333;51,58333333;20,4;53,09090909;54,42857143;3,075;0,74;0,32;1,58;0,336666667;12;0,5;38;84;23;64;73;6,4;2,3;0,7;1,76;0,71
188;7;JUL;M;0;38,5;23,4;43;21;5,2;0,29;17,95652174;48,91304348;19;52,90909091;57,64285714;2,725;0,38;0,32;1,636666667;0,296666667;11;0,5;48;87;22;66;77;3,3;0,6;0,6;1,85;0,56
189;8;JUL;X;0;38,6;24,3;39;18;5;0,27;10,83333333;45,58333333;14,2;34,54545455;68,57142857;2,66;0,6;0,233333333;1,523333333;0,303333333;11;0,4;29;82;15;45;84;5,5;2;0,5;1,72;0,61
190;9;JUL;J;0;39,2;22,4;35;18;4,9;0,26;6,291666667;34,04166667;12;29,72727273;87,42857143;2,783333333;0,433333333;0,15;1,47;0,31;11;0,4;30;63;13;35;105;8;1,4;0,3;1,61;0,68
191;10;JUL;V;0;37,4;22,7;40;19;4,9;0,3;11,95833333;45,04166667;14,2;31,18181818;77,71428571;3,816666667;0,616666667;0,283333333;1,576666667;0,39;11;0,6;42;88;16;37;92;7,4;1,6;0,4;1,74;0,86
192;11;JUL;S;0;37,8;22,7;24;12;4,8;0,26;4,125;30,625;12,4;27,27272727;104,3571429;2,433333333;0,433333333;0,183333333;1,516666667;0,323333333;10;0,4;11;55;15;34;119;7,7;1,3;0,4;1,74;0,73
193;12;JUL;D;0;37,9;23,6;28;13;4,6;0,22;2,958333333;24,54166667;12,4;25,90909091;99,85714286;2,116666667;0,35;0,15;1,48;0,26;10;0,3;11;49;14;30;111;7,8;0,9;0,3;1,66;0,56
194;13;JUL;L;0;39;24;31;17;5;0,27;5,5;38,95833333;14;29,27272727;106,0714286;2,916666667;0,616666667;0,283333333;1,503333333;0,27;11;0,4;32;77;16;37;127;8,9;1,4;0,9;1,7;0,56
195;14;JUL;M;0;39,4;24,7;33;16;5,2;0,28;8,333333333;44,33333333;14,4;32,18181818;101,6428571;3,383333333;0,7;0,25;1,523333333;0,32;11;0,4;31;75;16;39;124;9,3;1,7;0,5;1,7;0,67
196;15;JUL;X;0;39,6;24,9;26;13;4,9;0,28;5,958333333;44,54166667;16;36,1;108,3571429;3,683333333;0,733333333;0,333333333;1,55;0,33;10;0,4;19;77;17;46;134;8,6;1,9;0,7;1,77;0,71
197;16;JUL;J;0;38,6;24,7;35;15;4,222222222;0,311111111;8,565217391;51,26086957;21,75;55,4;78,69230769;4,04;0,9;0,5;1,52;0,37;7;0,4;27;76;24;67;98;7,2;2,3;1,2;1,76;0,63
198;17;JUL;V;0;36,4;26;28;13;4,7;0,28;4,958333333;35,54166667;16,25;41,7;95,78571429;2,966666667;0,616666667;0,216666667;1,506666667;0,263333333;11;0,4;14;59;17;51;110;7;1,5;0,4;1,66;0,53
199;18;JUL;S;0;33,2;23,3;40;18;4,3;0,2;2,739130435;19,82608696;10,4;26,09090909;96,28571429;1,716666667;0,383333333;0,133333333;1,476666667;0,213333333;10;0,3;9;41;12;32;106;5;1;0,2;1,62;0,43
200;19;JUL;D;0;34,8;23;30;13;4,3;0,2;3,458333333;19,70833333;7,4;15,72727273;63,85714286;1,566666667;0,366666667;0,116666667;1,51;0,253333333;11;0,3;13;41;8;23;73;5;0,9;0,2;1,79;0,56
201;20;JUL;L;0;36,9;23,6;23;10;4,111111111;0,233333333;8,826086957;31,08695652;9,2;17,81818182;66,15384615;2,38;0,52;0,18;1,435;0,265;7;0,3;22;49;10;24;74;4,4;1,3;0,3;1,66;0,45
202;21;JUL;M;0;37,3;23,3;39;15;3,777777778;0,222222222;10,52173913;32,69565217;10,6;21,81818182;60,69230769;2,2;0,54;0,24;1,465;0,24;7;0,3;29;47;12;26;70;6,1;1,6;0,4;1,69;0,4
203;22;JUL;X;4,9;33,9;22,1;42;17;3,777777778;0,233333333;5,347826087;28,30434783;10,6;21,63636364;70,83333333;1,88;0,42;0,16;1,395;0,23;7;0,3;19;57;12;26;90;4,4;1,4;0,3;1,59;0,39
204;23;JUL;J;0,1;36,7;21,9;35;18;4;0,233333333;6,217391304;30;9,8;17,36363636;69,58333333;1,7;0,525;0,25;1,4;0,225;8;0,3;19;52;10;22;82;4,3;1,5;0,4;1,59;0,37
205;24;JUL;V;0;34,8;22,3;35;15;5,1;0,31;11,91666667;40,41666667;11,83333333;22,5;62,92857143;2,76;0,88;0,28;1,375;0,135;12;0,6;29;69;15;28;73;6,9;2,3;0,6;1,54;0,18
206;25;JUL;S;0;33,8;20,4;32;15;5;0,2125;2,791666667;17,25;7,8;13,36363636;85,78571429;0,85;0,266666667;0,133333333;1,446666667;0,183333333;11;0,3;10;39;9;16;94;2,6;0,8;0,2;1,67;0,36
207;26;JUL;D;0,1;36,3;22,5;33;18;5,1;0,222222222;3,25;18,66666667;10,6;20,63636364;82,42857143;0,86;0,26;0,1;1,335;0,085;11;0,3;9;34;11;24;91;2,1;0,8;0,1;1,46;0,11
208;27;JUL;L;0;37,7;23,5;35;13;5,1;0,211111111;7,833333333;27;8,2;16,90909091;60,14285714;1,92;0,52;0,18;1,315;0,095;12;0,4;29;48;9;20;69;6,5;1,6;0,5;1,45;0,13
209;28;JUL;M;0;37,8;23,4;33;14;5,5;0,26;7,434782609;34,65217391;9,833333333;22,41666667;68,28571429;2,48;0,58;0,16;1,493333333;0,213333333;12;0,4;18;60;12;33;76;5,8;1,9;0,4;1,76;0,42
210;29;JUL;X;0;37,2;23;43;18;5,4;0,23;8;31,70833333;8,333333333;18,58333333;63,21428571;2,45;0,616666667;0,233333333;1,473333333;0,223333333;12;0,4;23;59;11;27;73;6,3;1,6;0,6;1,75;0,44
211;30;JUL;J;0;34,9;22,3;41;17;5,3;0,22;5,833333333;24,66666667;8,333333333;19,66666667;57,92857143;2,3;0,44;0,18;1,46;0,12;12;0,4;20;46;10;27;65;6,5;1,2;0,4;1,46;0,12
212;31;JUL;V;0;31;21,1;43;19;5,3;0,2;8;24,20833333;6,333333333;16,91666667;48,64285714;2,2;0,516666667;0,2;1,47;0,216666667;12;0,4;23;42;8;25;64;5,8;1,3;0,4;1,71;0,46
213;1;AGO;S;0;32,3;17,9;35;18;5,2;0,19;2,541666667;16,66666667;5,666666667;9,25;91;0,866666667;0,25;0,116666667;1,443333333;0,203333333;12;0,3;10;39;7;13;102;2,9;0,6;0,2;1,63;0,44
214;2;AGO;D;0;34,6;21,2;26;11;5,4;0,26;6,291666667;24,79166667;10,33333333;22;80,07142857;1,183333333;0,416666667;0,15;1,466666667;0,223333333;12;0,4;26;45;13;31;103;2,9;0,9;0,3;1,67;0,48
215;3;AGO;L;0;36;23,8;32;14;5,3;0,27;8,208333333;37,79166667;15,16666667;39,33333333;65,85714286;2,45;0,55;0,25;1,58;0,27;12;0,4;22;64;17;51;84;4,4;1,3;0,6;1,82;0,59
216;4;AGO;M;0;34,9;22,2;33;13;5,1;0,23;5,75;26,66666667;12,2;27,27272727;84,28571429;1,85;0,516666667;0,166666667;1,466666667;0,276666667;11;0,4;25;50;13;36;96;5,2;1,2;0,3;1,73;0,64
217;5;AGO;X;0;35,5;21,6;36;18;5,7;0,28;8,041666667;39,29166667;12,33333333;26,25;72,28571429;2,7;0,616666667;0,3;1,563333333;0,316666667;12;0,4;30;64;13;33;85;5,9;1,7;0,8;1,83;0,71
218;6;AGO;J;0;37,6;20,2;35;17;5,8;0,3;13,625;48,08333333;11,16666667;25,16666667;62,28571429;3,45;0,583333333;0,283333333;1,576666667;0,34;12;0,5;46;73;14;31;80;6,8;1,6;0,6;1,8;0,71
219;7;AGO;V;0;35,6;21,1;40;19;5,4;0,3;12,08695652;40,69565217;20,4;69;60,78571429;2,866666667;0,616666667;0,316666667;1,626666667;0,27;12;0,6;47;66;23;95;75;5,4;1,4;0,6;1,96;0,53
220;8;AGO;S;0;34,2;23,7;46;19;5,6;0,3;2,782608696;21;28,8;66;80,92857143;1,283333333;0,55;0,2;1,553333333;0,106666667;12;0,4;13;46;31;86;100;3,7;1,5;0,6;1,78;0,12
221;9;AGO;D;0;33,5;16,7;42;19;5,5;0,21;2,826086957;16;7,8;14,90909091;83,21428571;0,65;0,3;0,116666667;1,43;0,076666667;12;0,3;19;39;11;19;93;1,7;0,7;0,2;1,59;0,11
222;10;AGO;L;0;36,9;19,8;33;15;5,5;0,26;5,875;28,58333333;11,5;28,58333333;73,5;1,55;0,483333333;0,2;1,473333333;0,156666667;12;0,4;19;48;12;36;87;3,7;1,1;0,4;1,68;0,26
223;11;AGO;M;0;34,5;22,7;39;15;5,6;0,27;7,375;31,04166667;19,33333333;53,08333333;65;2,583333333;0,466666667;0,2;1,536666667;0,23;12;0,4;31;53;20;65;78;5,5;1,1;0,3;1,75;0,47
224;12;AGO;X;0;33,3;20,1;27;13;5,4;0,233333333;8,086956522;30,2173913;10;28,25;67,78571429;2,016666667;0,4;0,216666667;1,553333333;0,246666667;11;0,4;25;54;13;42;80;4,4;1;0,5;1,88;0,5
225;13;AGO;J;0;27,8;18;40;20;5,1;0,2;3,217391304;13,43478261;4,166666667;13,75;68,35714286;1,033333333;0,3;0,133333333;1,446666667;0,19;11;0,3;9;31;6;18;80;3,2;0,7;0,2;1,66;0,39
226;14;AGO;V;0;27,1;16,1;27;12;5,2;0,22;4,083333333;18,04166667;4,333333333;11,5;67,85714286;1,183333333;0,333333333;0,183333333;1,503333333;0,2;11;0,4;14;32;6;16;73;3,4;0,9;0,4;1,77;0,41
227;15;AGO;S;0;28,5;18,9;46;11;5,3;0,2;2,375;12,79166667;4,5;10,83333333;72,92857143;0,55;0,216666667;0,133333333;1,456666667;0,203333333;11;0,3;8;28;5;14;81;1,4;0,6;0,2;1,67;0,42
228;16;AGO;D;0;30;18,1;27;11;5,2;0,2;2,625;13;5,5;12,75;66,5;0,65;0,25;0,15;1,463333333;0,21;11;0,3;8;26;6;17;76;1,7;0,7;0,3;1,69;0,46
229;17;AGO;L;0;32;20,9;36;18;5,4;0,2;4,833333333;19,66666667;7;14,83333333;57,21428571;1,166666667;0,35;0,15;1,46;0,206666667;12;0,3;12;35;8;19;63;3,3;0,8;0,3;1,71;0,45
230;18;AGO;M;0;32,3;19,2;38;17;5,7;0,21;3,75;17,20833333;7,333333333;16,91666667;74,14285714;1,183333333;0,316666667;0,166666667;1,46;0,206666667;12;0,3;12;34;9;19;86;3;0,8;0,4;1,67;0,44
231;19;AGO;X;0;32,6;19,1;33;15;5,7;0,25;6,083333333;25,58333333;8,666666667;22,16666667;78,92857143;1,4;0,416666667;0,183333333;1,49;0,223333333;12;0,3;26;50;10;26;99;3,5;1,2;0,3;1,71;0,48
232;20;AGO;J;0;34,6;21,1;26;10;5,8;0,28;9,833333333;34,91666667;10,5;25,16666667;72,14285714;2,316666667;0,516666667;0,266666667;1,526666667;0,23;12;0,4;43;63;12;32;93;5,3;1,5;0,4;1,78;0,47
233;21;AGO;V;0;33,6;23,1;48;23;5,8;0,26;8,625;33,29166667;12,16666667;35,91666667;64,57142857;2,8;0,533333333;0,35;1,546666667;0,21;13;0,4;25;52;14;47;84;6;1,6;0,7;1,79;0,41
234;22;AGO;S;1,1;31,8;18,6;42;17;5,5;0,19;2,75;15,75;9,333333333;20,25;83,57142857;1,183333333;0,25;0,15;1,45;0,183333333;12;0,3;8;31;11;28;94;2,7;0,6;0,3;1,66;0,38
235;23;AGO;D;0;26;18;47;20;5,6;0,2;2,5;9,583333333;8,833333333;17,08333333;58,42857143;0,5;0,233333333;0,15;1,426666667;0,176666667;12;0,3;11;27;11;23;67;1,2;0,5;0,3;1,62;0,36
236;24;AGO;L;0,2;25,1;14,6;48;20;5,5;0,19;3,833333333;14,79166667;3,833333333;11,08333333;72,57142857;0,866666667;0,25;0,183333333;1,443333333;0,193333333;11;0,3;19;29;5;20;83;3,3;0,7;0,3;1,63;0,4
237;25;AGO;M;0;29,4;14,8;18;8;6;0,29;11,125;37,58333333;6,666666667;17,5;62,78571429;2,133333333;0,433333333;0,316666667;1,526666667;0,24;12;0,4;32;59;8;23;73;5,9;1,4;0,7;1,75;0,48
238;26;AGO;X;0;32,5;19,8;33;14;6,1;0,29;11,04166667;39;10,5;25,91666667;60,78571429;3,2;0,56;0,46;1,445;0,135;13;0,5;25;62;15;32;72;6,7;1,6;1,1;1,62;0,18
239;27;AGO;J;0;32,3;18,2;41;17;5,9;0,25;10,66666667;33,20833333;7,5;19,5;54,78571429;2,38;0,433333333;0,333333333;1,583333333;0,266666667;12;0,4;44;57;10;27;65;5,4;1,1;1;1,92;0,56
240;28;AGO;V;0;34,7;18,6;24;11;6,8;0,33;20,25;49,125;10;23,75;52,57142857;3,4;0,62;0,48;1,46;0,125;13;0,5;61;74;13;31;67;7,3;1,9;1,4;1,67;0,16
241;29;AGO;S;0;35,4;22,4;34;15;6;0,21;3,291666667;21,66666667;10,8;31,45454545;79,57142857;1,36;0,28;0,18;1,5;0,275;13;0,3;12;42;12;40;91;3,3;0,8;0,4;1,74;0,48
242;30;AGO;D;3,3;35,5;21,5;75;26;5,7;0,19;2,625;14,66666667;11,83333333;33,08333333;70,5;1,066666667;0,283333333;0,166666667;1,453333333;0,163333333;12;0,3;8;28;14;43;78;2,3;0,7;0,3;1,66;0,34
243;31;AGO;L;0,1;28;19,8;32;15;5,9;0,22;10,20833333;31,83333333;13,16666667;33,75;41,92857143;2,2;0,516666667;0,266666667;1,486666667;0,186666667;12;0,4;32;48;15;45;54;4,6;1,5;0,8;1,72;0,38
244;1;SEP;M;0;30,3;18,5;24;12;5,6;0,26;9,25;37,875;10,33333333;19,58333333;52,92857143;3,216666667;0,466666667;0,316666667;1,496666667;0,2;12;0,4;43;67;13;26;63;4,9;1,2;0,8;1,71;0,39
245;2;SEP;X;0;30;19,7;30;15;5,6;0,22;6,458333333;29,66666667;11;22,33333333;65,5;2,05;0,45;0,216666667;1,375;0,095;12;0,4;16;49;14;28;76;4,3;1,2;0,5;1,54;0,13
246;3;SEP;J;0;26,9;17,1;29;13;5,7;0,23;5,916666667;27,20833333;9,5;19,91666667;80,42857143;1,5;0,35;0,183333333;1,37;0,105;12;0,4;25;46;11;27;92;4,2;1,2;0,5;1,53;0,13
247;4;SEP;V;0,7;26,2;16,5;53;20;5,7;0,23;5,208333333;21,91666667;6,166666667;12,91666667;72,71428571;1,72;0,38;0,28;1,476666667;0,143333333;12;0,4;14;38;9;18;93;3,8;1,1;0,5;1,68;0,23
248;5;SEP;S;0;26,8;13,5;37;17;5,7;0,22;3,458333333;19,79166667;6,5;11,08333333;71,85714286;0,883333333;0,266666667;0,133333333;1,456666667;0,103333333;12;0,3;12;39;9;16;83;2,5;0,6;0,2;1,61;0,12
249;6;SEP;D;0;27,3;17,1;21;10;5,8;0,22;3,541666667;23,66666667;7,333333333;13,5;74,85714286;1,02;0,26;0,12;1,483333333;0,113333333;12;0,3;9;41;10;17;85;2,6;0,8;0,2;1,66;0,13
250;7;SEP;L;0,9;27,8;16,5;24;12;6;0,26;7,75;31,75;7,666666667;16,33333333;59;1,9;0,42;0,24;1,52;0,12;12;0,4;23;51;9;21;69;4,6;1,4;0,6;1,72;0,16
251;8;SEP;M;0,1;28,2;14,4;28;12;6,1;0,29;11,5;38,75;9,5;15,75;61;2,625;0,7;0,4;1,583333333;0,15;12;0,4;27;56;12;23;72;5,3;1,8;0,9;1,74;0,21
252;9;SEP;X;0;28,6;15,9;35;14;6,7;0,31;13,45833333;47,45833333;10,83333333;21,66666667;53,71428571;3,34;0,6;0,4;1,543333333;0,17;13;0,5;33;68;14;30;67;5,9;1,8;1;1,73;0,24
253;10;SEP;J;0;28,3;17,8;32;13;6,1;0,3;13,5;41,04166667;8,5;19,5;46,28571429;3,36;0,76;0,5;1,533333333;0,176666667;13;0,5;43;63;12;28;60;6,6;2;1,2;1,73;0,25
254;11;SEP;V;0;30,1;16,8;33;14;6,4;0,35;18,16666667;46,95833333;9;19,83333333;48,92857143;3,433333333;0,65;0,433333333;1,573333333;0,186666667;13;0,5;46;72;13;29;61;5,8;1,8;0,8;1,73;0,24
255;12;SEP;S;0;27,7;19,6;33;15;6,5;0,3;10,04166667;39,95833333;10,16666667;21,66666667;49,78571429;2,933333333;0,633333333;0,4;1,7;0,183333333;13;0,4;40;54;13;31;64;5,2;1,7;0,8;1,87;0,26
256;13;SEP;D;0;24,8;17,8;49;23;6;0,2;3;13,08333333;5,333333333;16,5;79,69230769;0,666666667;0,25;0,166666667;1,45;0,13;12;0,3;12;32;7;23;89;1,6;0,6;0,4;1,61;0,21
257;14;SEP;L;0,1;24,2;13,8;39;16;6,1;0,23;6,625;20,08333333;5,333333333;10,41666667;58,15384615;1,083333333;0,366666667;0,166666667;1,453333333;0,123333333;12;0,4;29;37;7;16;73;3;1;0,3;1,62;0,2
258;15;SEP;M;1;19,8;15;47;19;6,2;0,25;6,416666667;27,91666667;6,5;16,25;59,35714286;1,583333333;0,466666667;0,25;1,473333333;0,14;12;0,4;36;50;8;21;69;4,3;1,1;0,6;1,65;0,21
259;16;SEP;X;7,8;22,1;15,3;64;24;6;0,2;6;20,25;5,166666667;13,75;45,78571429;1,616666667;0,45;0,25;1,5;0,12;12;0,4;23;35;8;20;66;4,6;1,3;0,6;1,79;0,2
260;17;SEP;J;0;20,5;10,4;33;15;6,1;0,26;9,541666667;28,29166667;4,666666667;8,75;49,92857143;1,65;0,466666667;0,25;1,473333333;0,143333333;12;0,4;40;47;6;12;64;4,4;1,5;0,7;1,64;0,21
261;18;SEP;V;0;23,9;11,5;21;12;6,7;0,36;25,41666667;45,25;6;11,33333333;41,92857143;2,883333333;0,616666667;0,4;1,556666667;0,186666667;13;0,5;60;63;9;16;56;6,2;1,8;1,1;1,72;0,25
262;19;SEP;S;0;25,9;13,8;26;13;6,1;0,34;22,375;43,79166667;9,2;15,36363636;50,28571429;3,433333333;0,716666667;0,716666667;1,6;0,22;13;0,5;56;62;12;22;61;7;2;2;1,82;0,34
263;20;SEP;D;0;28,1;14,5;22;10;6;0,3;13,41666667;42,70833333;9,666666667;16,66666667;56,71428571;2,5;0,566666667;0,366666667;1,57;0,186666667;13;0,5;34;56;13;25;77;5,2;1,7;0,7;1,75;0,26
264;21;SEP;L;0;29,5;14,6;27;13;6;0,35;22,25;54,83333333;11,33333333;19,58333333;57,64285714;3,06;0,66;0,48;1,57;0,19;13;0,5;53;78;15;29;73;6,8;2,2;0,8;1,77;0,29
265;22;SEP;M;0;29;14,1;36;15;6,3;0,33;28,875;51,16666667;9,5;20,75;61,42857143;4,14;0,76;0,52;1,66;0,226666667;13;0,5;48;75;13;29;90;6,9;2,2;1;1,92;0,36
266;23;SEP;X;0;24,5;15,3;37;18;5,8;0,27;8,708333333;31,5;6,5;12,83333333;50,5;1,96;0,42;0,22;1,52;0,166666667;12;0,4;25;47;9;17;60;4,3;1,2;0,5;1,7;0,26
267;24;SEP;J;0;27,1;14,1;26;11;6,4;0,31;16,95833333;39,625;6,5;12,16666667;42,85714286;2,55;0,533333333;0,483333333;1,516666667;0,176666667;12;0,4;52;63;9;18;58;4,7;1,4;1,2;1,65;0,25
268;25;SEP;V;0;29,2;16,4;25;11;6,3;0,37;25,08695652;51,60869565;9,5;17,41666667;45,53846154;3,166666667;0,566666667;0,433333333;1,536666667;0,21;12;0,6;87;75;11;23;59;5,3;1,7;1,1;1,7;0,3
269;26;SEP;S;0;28,6;17,1;40;17;6,5;0,36;24,47826087;49,69565217;10,66666667;19,41666667;43,84615385;3,25;0,616666667;0,483333333;1,55;0,206666667;12;0,6;85;74;13;31;64;5,6;1,8;1,2;1,71;0,29
270;27;SEP;D;0;27,1;16,5;31;14;5,8;0,29;9,666666667;37,875;8;16,66666667;57,23076923;2,26;0,54;0,3;1,45;0,135;11;0,4;45;61;10;22;79;4,1;1,4;0,7;1,64;0,17
271;28;SEP;L;0;24,7;14,4;25;13;5,8;0,25;8;31,875;7;15,5;53,53846154;2,14;0,46;0,32;1,43;0,115;11;0,4;25;52;10;24;66;4,3;1,2;0,5;1,61;0,14
272;29;SEP;M;0;23,8;13,1;24;12;6;0,29;13,75;36,29166667;8,666666667;16,33333333;52,14285714;2,566666667;0,716666667;0,383333333;1,533333333;0,163333333;11;0,4;31;54;10;22;61;4,6;1,5;0,7;1,71;0,26
273;30;SEP;X;0;23,4;15,3;21;10;5,777777778;0,29;10,41666667;40,45833333;8;16,33333333;53,78571429;2,633333333;0,716666667;0,5;1,566666667;0,173333333;11;0,4;27;60;10;25;66;6;2,2;1,3;1,75;0,26
274;1;OCT;J;0;25,4;12,8;32;14;6,444444444;0,35;26,41666667;52,08333333;11,5;21,33333333;41,71428571;4,733333333;0,916666667;0,683333333;1,576666667;0,21;11;0,6;53;80;14;31;52;6,8;2,4;1,7;1,74;0,3
